City,Vehicle Type,Weather,Economic Condition,Day Of Week,Hour Of Day,Speed,Is Peak Hour,Random Event Occurred,Energy Consumption,Traffic Density
TechHaven,Drone,Clear,Stable,Tuesday,8,22.9108,1,0,10.414,0.2817
SolarisVille,Drone,Snowy,Recession,Thursday,13,28.2518,0,0,14.1259,0.0829
Neuroburg,Drone,Rainy,Recession,Wednesday,8,92.0229,1,0,44.0301,0.071
Ecoopolis,Drone,Electromagnetic Storm,Booming,Thursday,13,27.7266,0,0,13.8633,0.2361
TechHaven,Autonomous Vehicle,Rainy,Recession,Wednesday,21,76.6651,0,0,94.3464,0.0938
Ecoopolis,Autonomous Vehicle,Clear,Booming,Tuesday,0,46.0213,0,0,36.817,0.2433
MetropolisX,Autonomous Vehicle,Clear,Recession,Monday,22,79.3355,0,0,72.1232,0.2257
Ecoopolis,Drone,Electromagnetic Storm,Recession,Saturday,6,99.1312,0,0,49.5656,0.2081
Ecoopolis,Autonomous Vehicle,Clear,Booming,Friday,10,94.0697,0,0,75.2558,0.1563
MetropolisX,Drone,Rainy,Recession,Friday,0,48.8781,0,0,29.2333,0.1587
TechHaven,Drone,Rainy,Recession,Saturday,2,40.1399,0,0,33.3432,0.0967
TechHaven,Drone,Rainy,Recession,Wednesday,18,55.6628,1,0,26.6329,0.1225
MetropolisX,Autonomous Vehicle,Clear,Recession,Wednesday,0,54.7981,0,0,49.8165,0.2768
TechHaven,Autonomous Vehicle,Solar Flare,Recession,Saturday,8,110.309,0,0,100.2809,0.0551
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Monday,5,55.572,0,1,44.4576,0.1146
SolarisVille,Autonomous Vehicle,Clear,Booming,Wednesday,23,120.0,0,0,97.7515,0.2987
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Sunday,9,42.5353,0,0,34.0282,0.1249
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Thursday,3,37.4921,0,0,29.9937,0.1345
Neuroburg,Drone,Rainy,Stable,Friday,18,96.6556,1,0,46.2467,0.1168
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Tuesday,1,117.3809,0,0,93.9047,0.1358
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,4,38.0674,0,0,36.4281,0.1596
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Tuesday,21,30.6719,0,0,27.2639,0.2184
SolarisVille,Drone,Rainy,Recession,Friday,23,61.7493,0,1,30.8747,0.0925
TechHaven,Autonomous Vehicle,Clear,Recession,Wednesday,18,62.5294,1,0,58.4824,0.0678
Neuroburg,Autonomous Vehicle,Clear,Booming,Thursday,4,39.0691,0,0,44.3967,0.1068
TechHaven,Autonomous Vehicle,Snowy,Recession,Wednesday,7,28.0597,1,0,21.4811,0.0766
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Tuesday,15,106.7525,0,0,102.1555,0.0717
AquaCity,Autonomous Vehicle,Snowy,Recession,Friday,17,23.5694,1,0,18.8555,0.3727
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,9,61.0969,0,1,48.8775,0.0515
TechHaven,Drone,Solar Flare,Booming,Monday,5,76.5806,0,1,43.5117,0.2966
Ecoopolis,Drone,Clear,Stable,Monday,0,25.4737,0,0,12.7369,0.2061
TechHaven,Drone,Clear,Recession,Monday,2,69.9868,0,0,39.7652,0.1161
SolarisVille,Drone,Clear,Stable,Monday,7,60.5364,1,0,30.2682,0.2627
Neuroburg,Drone,Rainy,Booming,Tuesday,14,30.6739,0,0,18.3456,0.1004
SolarisVille,Autonomous Vehicle,Rainy,Recession,Wednesday,2,58.0695,0,0,46.4556,0.1309
Ecoopolis,Autonomous Vehicle,Rainy,Booming,Wednesday,17,49.5198,1,0,49.5198,0.2129
MetropolisX,Autonomous Vehicle,Snowy,Recession,Tuesday,9,20.0939,0,0,19.2286,0.2925
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Sunday,12,30.543,1,0,22.2131,0.1131
Neuroburg,Autonomous Vehicle,Rainy,Stable,Sunday,9,34.7474,0,0,33.2511,0.0749
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Thursday,11,23.5499,0,0,18.8399,0.2266
SolarisVille,Autonomous Vehicle,Clear,Stable,Tuesday,2,31.1314,0,0,24.9051,0.374
Ecoopolis,Drone,Rainy,Booming,Thursday,2,60.3014,0,0,30.1507,0.1823
AquaCity,Car,Clear,Booming,Thursday,12,106.2719,0,0,106.2719,0.3768
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Tuesday,15,28.9444,0,0,23.1555,0.1463
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Friday,5,53.5803,0,0,42.8643,0.1556
MetropolisX,Flying Car,Rainy,Recession,Tuesday,0,16.2522,0,0,23.3285,0.1934
AquaCity,Autonomous Vehicle,Rainy,Recession,Sunday,20,78.9524,0,0,63.1619,0.2336
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Saturday,10,38.1888,0,1,30.551,0.2195
SolarisVille,Flying Car,Rainy,Recession,Monday,21,64.8143,0,0,77.7772,0.2226
TechHaven,Drone,Snowy,Stable,Friday,10,87.3405,0,0,52.2371,0.1913
Ecoopolis,Drone,Snowy,Stable,Saturday,6,77.76,0,1,52.0601,0.1512
MetropolisX,Autonomous Vehicle,Snowy,Recession,Friday,8,114.8144,1,1,87.8962,0.0966
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,11,100.9621,0,0,80.7696,0.1581
Ecoopolis,Autonomous Vehicle,Clear,Stable,Wednesday,10,18.495,0,0,14.796,0.2469
Neuroburg,Autonomous Vehicle,Rainy,Stable,Monday,17,90.2834,1,0,69.1165,0.0652
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Sunday,15,72.5996,0,0,58.0797,0.2309
Ecoopolis,Autonomous Vehicle,Clear,Stable,Thursday,8,38.5979,1,0,30.8783,0.1587
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Tuesday,17,28.0933,1,0,22.7016,0.0907
SolarisVille,Autonomous Vehicle,Rainy,Recession,Saturday,20,56.7176,0,0,45.3741,0.0768
SolarisVille,Drone,Snowy,Recession,Tuesday,15,90.2078,0,0,45.1039,0.0838
Ecoopolis,Flying Car,Rainy,Recession,Sunday,20,53.4274,0,0,64.1129,0.1825
MetropolisX,Autonomous Vehicle,Solar Flare,Stable,Thursday,1,116.2503,0,0,105.6821,0.3775
AquaCity,Car,Rainy,Recession,Sunday,20,25.4216,0,0,25.4216,0.2184
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Sunday,5,62.6086,0,0,50.0869,0.1553
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,23,82.4476,0,0,78.8972,0.1831
SolarisVille,Drone,Electromagnetic Storm,Recession,Wednesday,6,49.7319,0,0,24.866,0.1298
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Friday,11,58.7524,0,0,53.4112,0.104
TechHaven,Car,Solar Flare,Stable,Sunday,2,110.296,0,0,125.3364,0.2727
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Friday,5,59.5664,0,0,47.6531,0.1907
TechHaven,Autonomous Vehicle,Clear,Booming,Sunday,22,73.54,0,1,66.8545,0.3424
AquaCity,Autonomous Vehicle,Rainy,Recession,Saturday,17,53.3053,0,0,42.6443,0.2438
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,21,37.4098,0,0,35.7989,0.0862
AquaCity,Autonomous Vehicle,Snowy,Recession,Thursday,11,44.4795,0,0,35.5836,0.0972
MetropolisX,Flying Car,Snowy,Stable,Saturday,10,61.5989,0,0,88.4195,0.3504
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Friday,14,21.1616,0,1,16.9293,0.2993
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Thursday,12,22.6309,0,0,18.1047,0.0699
Neuroburg,Drone,Solar Flare,Booming,Monday,8,85.4517,1,0,38.8417,0.1305
MetropolisX,Drone,Electromagnetic Storm,Booming,Sunday,16,56.3313,0,0,33.691,0.3475
Neuroburg,Autonomous Vehicle,Clear,Stable,Friday,2,32.1651,0,0,29.241,0.1322
TechHaven,Drone,Snowy,Stable,Wednesday,3,49.467,0,0,29.5855,0.2778
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,6,31.5632,0,0,25.2505,0.3433
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Monday,15,41.8089,0,0,33.4471,0.0674
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Tuesday,8,14.7711,1,0,17.6688,0.2096
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Saturday,6,41.2565,0,0,39.4799,0.2335
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Saturday,18,77.3805,0,0,68.7826,0.1085
Ecoopolis,Drone,Solar Flare,Stable,Tuesday,17,76.8,1,0,54.1968,0.1645
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,7,62.0993,0,0,59.4252,0.0642
TechHaven,Car,Rainy,Stable,Tuesday,19,44.2424,0,0,73.5022,0.2117
MetropolisX,Autonomous Vehicle,Clear,Recession,Thursday,6,47.0942,0,0,67.957,0.2992
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Sunday,16,95.1431,0,0,76.1145,0.2211
Neuroburg,Drone,Rainy,Stable,Monday,3,76.7681,0,0,45.9139,0.1003
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Tuesday,17,86.5228,1,0,62.9257,0.1278
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Monday,6,37.1026,0,0,29.6821,0.0923
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Monday,0,16.497,0,0,14.9972,0.375
Neuroburg,Flying Car,Rainy,Stable,Monday,12,13.804,0,0,19.8144,0.0855
MetropolisX,Autonomous Vehicle,Clear,Recession,Wednesday,10,77.5512,0,0,70.5011,0.0882
TechHaven,Autonomous Vehicle,Rainy,Recession,Saturday,2,76.73,0,0,73.4258,0.1152
TechHaven,Drone,Electromagnetic Storm,Stable,Friday,8,63.3681,1,0,30.3197,0.2849
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,21,80.8874,0,0,64.71,0.1764
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Wednesday,1,111.6097,0,0,101.4634,0.1123
MetropolisX,Autonomous Vehicle,Snowy,Recession,Saturday,11,32.5858,0,0,31.1826,0.1549
Ecoopolis,Autonomous Vehicle,Clear,Stable,Monday,11,69.323,0,0,55.4584,0.138
Neuroburg,Autonomous Vehicle,Clear,Stable,Saturday,9,60.1947,0,0,54.7225,0.094
Neuroburg,Autonomous Vehicle,Clear,Booming,Friday,9,86.0853,0,0,78.2593,0.1266
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,4,72.7426,0,0,69.6101,0.0642
Neuroburg,Autonomous Vehicle,Snowy,Booming,Friday,8,61.928,1,0,47.409,0.1093
Ecoopolis,Autonomous Vehicle,Clear,Booming,Wednesday,11,21.3389,0,0,17.0711,0.1941
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,4,27.0578,0,0,24.0514,0.0723
SolarisVille,Drone,Electromagnetic Storm,Recession,Thursday,12,82.9278,0,0,41.4639,0.1138
Neuroburg,Autonomous Vehicle,Clear,Booming,Sunday,0,26.1288,0,0,23.7534,0.112
MetropolisX,Drone,Rainy,Recession,Wednesday,21,28.8997,0,0,17.2845,0.3754
Neuroburg,Drone,Solar Flare,Stable,Sunday,11,22.0317,0,0,12.518,0.0755
TechHaven,Drone,Rainy,Stable,Thursday,2,26.0433,0,0,15.5761,0.2374
AquaCity,Autonomous Vehicle,Solar Flare,Recession,Monday,20,58.225,0,0,51.7555,0.0693
Ecoopolis,Autonomous Vehicle,Clear,Stable,Sunday,14,75.0333,1,0,60.0266,0.1931
Neuroburg,Autonomous Vehicle,Rainy,Stable,Saturday,8,52.5977,0,0,50.3327,0.0647
SolarisVille,Drone,Clear,Recession,Tuesday,10,98.0253,0,0,54.4585,0.0927
TechHaven,Autonomous Vehicle,Clear,Stable,Wednesday,7,101.8831,1,0,74.0968,0.3371
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Wednesday,15,58.0111,0,0,52.7374,0.1374
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,10,79.611,0,0,63.6888,0.2941
Neuroburg,Autonomous Vehicle,Clear,Stable,Sunday,3,42.8822,0,0,38.9838,0.1228
Neuroburg,Autonomous Vehicle,Clear,Stable,Monday,3,19.2732,0,0,17.5211,0.106
AquaCity,Autonomous Vehicle,Clear,Recession,Saturday,18,109.811,0,0,87.8488,0.1235
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Thursday,6,30.0077,0,0,24.0062,0.1243
TechHaven,Drone,Electromagnetic Storm,Recession,Thursday,10,59.2591,0,0,35.442,0.107
Ecoopolis,Autonomous Vehicle,Clear,Recession,Sunday,1,61.0144,0,0,48.8115,0.0914
SolarisVille,Drone,Clear,Booming,Wednesday,23,47.3408,0,0,23.6704,0.3758
MetropolisX,Autonomous Vehicle,Solar Flare,Recession,Thursday,1,75.5419,0,0,68.6745,0.194
TechHaven,Autonomous Vehicle,Snowy,Recession,Monday,6,80.6267,0,0,77.1548,0.0976
TechHaven,Drone,Electromagnetic Storm,Stable,Thursday,22,38.8052,0,0,23.2089,0.3387
SolarisVille,Autonomous Vehicle,Clear,Recession,Saturday,2,72.5671,0,1,58.0537,0.2087
AquaCity,Autonomous Vehicle,Clear,Recession,Friday,12,64.7812,0,0,51.825,0.2295
Neuroburg,Drone,Electromagnetic Storm,Booming,Wednesday,7,119.2872,1,0,57.0752,0.0951
Ecoopolis,Car,Electromagnetic Storm,Stable,Thursday,11,70.4353,0,0,70.4353,0.2878
TechHaven,Autonomous Vehicle,Rainy,Booming,Saturday,5,89.2959,0,0,85.4506,0.2645
TechHaven,Drone,Rainy,Stable,Thursday,15,81.2385,0,0,48.5876,0.1357
Ecoopolis,Car,Solar Flare,Stable,Sunday,1,50.7307,0,0,50.7307,0.2225
Neuroburg,Autonomous Vehicle,Clear,Booming,Sunday,19,87.1464,0,0,79.224,0.1268
Ecoopolis,Drone,Rainy,Stable,Friday,17,36.2269,1,0,18.1135,0.2171
AquaCity,Autonomous Vehicle,Clear,Recession,Sunday,21,76.0406,0,0,60.8325,0.1814
MetropolisX,Drone,Rainy,Recession,Thursday,10,54.3852,0,0,32.527,0.1627
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Saturday,23,36.3947,0,0,34.8275,0.1812
SolarisVille,Car,Clear,Recession,Saturday,18,83.8985,0,0,83.8985,0.1057
AquaCity,Drone,Electromagnetic Storm,Recession,Thursday,9,101.3462,0,1,50.6731,0.0783
SolarisVille,Autonomous Vehicle,Snowy,Recession,Sunday,3,53.2554,0,0,42.6043,0.3447
AquaCity,Car,Solar Flare,Recession,Sunday,20,50.1525,0,0,50.1525,0.2793
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Friday,6,83.5293,0,0,75.9357,0.0977
TechHaven,Drone,Clear,Booming,Wednesday,13,90.429,0,0,51.3801,0.3481
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,22,42.2208,0,0,33.7766,0.2284
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,11,28.5273,0,0,22.8218,0.2722
TechHaven,Autonomous Vehicle,Rainy,Stable,Monday,19,68.7239,0,0,60.893,0.1301
SolarisVille,Drone,Clear,Recession,Monday,16,65.5454,0,1,32.7727,0.2456
SolarisVille,Autonomous Vehicle,Clear,Stable,Sunday,1,24.6034,0,0,19.6827,0.273
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Wednesday,10,75.1969,0,0,71.9587,0.2559
SolarisVille,Autonomous Vehicle,Rainy,Stable,Thursday,19,38.1058,0,0,33.8718,0.2778
Ecoopolis,Drone,Clear,Booming,Wednesday,0,22.7929,0,0,11.3964,0.1522
SolarisVille,Drone,Snowy,Stable,Tuesday,18,86.4,1,0,57.1062,0.2928
SolarisVille,Autonomous Vehicle,Rainy,Booming,Wednesday,10,90.884,0,0,72.7072,0.2374
Neuroburg,Drone,Electromagnetic Storm,Booming,Sunday,0,52.6069,0,0,31.4634,0.1802
SolarisVille,Autonomous Vehicle,Electromagnetic Storm,Recession,Tuesday,10,90.5374,0,0,72.4299,0.2781
Neuroburg,Autonomous Vehicle,Clear,Booming,Sunday,19,71.6567,0,0,65.1424,0.1295
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Tuesday,12,40.4456,0,0,32.3565,0.0849
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Friday,8,74.6581,1,0,57.1545,0.2996
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,1,85.9879,0,0,82.2851,0.1033
MetropolisX,Autonomous Vehicle,Snowy,Booming,Friday,23,51.5349,0,0,49.3157,0.3435
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,9,30.3672,0,0,29.0595,0.083
SolarisVille,Autonomous Vehicle,Snowy,Recession,Wednesday,3,102.585,0,0,82.068,0.1231
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Monday,23,32.3608,0,0,25.8886,0.1857
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Monday,20,21.8432,0,0,19.4162,0.2224
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,17,114.3237,1,0,83.1445,0.0937
Neuroburg,Drone,Rainy,Booming,Friday,22,53.8687,0,0,32.2182,0.0577
Neuroburg,Autonomous Vehicle,Rainy,Booming,Monday,9,35.9244,0,0,34.3774,0.0892
TechHaven,Autonomous Vehicle,Snowy,Booming,Tuesday,2,6.7405,0,0,10.0785,0.2997
Neuroburg,Autonomous Vehicle,Rainy,Booming,Saturday,1,57.4015,0,0,54.9297,0.0594
AquaCity,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,23,25.1338,0,0,20.1071,0.1792
Ecoopolis,Drone,Electromagnetic Storm,Stable,Sunday,13,64.3144,1,0,35.7302,0.252
Neuroburg,Drone,Rainy,Stable,Sunday,2,55.718,0,0,37.0268,0.0842
Ecoopolis,Autonomous Vehicle,Rainy,Recession,Monday,10,41.9218,0,0,33.5374,0.0974
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Friday,20,105.1045,0,0,93.4262,0.173
TechHaven,Drone,Electromagnetic Storm,Booming,Wednesday,16,84.3666,0,0,50.4585,0.2383
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Thursday,11,50.9701,0,0,46.3364,0.0948
MetropolisX,Flying Car,Rainy,Recession,Sunday,9,73.5937,0,0,105.6369,0.0855
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,13,65.1214,0,0,52.0971,0.0887
SolarisVille,Autonomous Vehicle,Clear,Recession,Sunday,15,109.4095,0,1,87.5276,0.1494
Neuroburg,Autonomous Vehicle,Rainy,Stable,Friday,4,97.4982,0,0,93.2997,0.0664
MetropolisX,Autonomous Vehicle,Clear,Booming,Monday,2,105.7214,0,0,96.1104,0.3745
SolarisVille,Autonomous Vehicle,Clear,Booming,Tuesday,4,54.5748,0,0,43.6598,0.2861
TechHaven,Autonomous Vehicle,Rainy,Stable,Sunday,21,99.298,0,0,95.022,0.1012
Ecoopolis,Autonomous Vehicle,Snowy,Recession,Tuesday,20,58.5636,0,0,52.0565,0.1356
Ecoopolis,Drone,Snowy,Recession,Thursday,7,40.2654,1,1,20.1327,0.0937
SolarisVille,Autonomous Vehicle,Snowy,Recession,Tuesday,2,84.9811,0,0,67.9849,0.0855
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Saturday,1,109.5553,0,0,104.8376,0.1042
Neuroburg,Drone,Clear,Stable,Monday,20,77.7447,0,0,44.1731,0.1322
SolarisVille,Flying Car,Clear,Stable,Saturday,16,72.0913,0,0,86.5096,0.2753
TechHaven,Autonomous Vehicle,Solar Flare,Booming,Monday,23,78.6922,0,0,71.5383,0.1932
Ecoopolis,Drone,Clear,Booming,Monday,22,27.2773,0,0,13.6387,0.2744
Neuroburg,Drone,Snowy,Stable,Wednesday,20,88.0483,0,0,52.6604,0.0606
Neuroburg,Drone,Electromagnetic Storm,Recession,Tuesday,11,35.7498,0,0,21.3814,0.0776
SolarisVille,Autonomous Vehicle,Solar Flare,Stable,Sunday,20,39.4466,0,0,31.5572,0.1954
TechHaven,Autonomous Vehicle,Snowy,Stable,Saturday,4,40.2785,0,0,38.544,0.2228
SolarisVille,Autonomous Vehicle,Clear,Stable,Saturday,11,80.8167,0,0,64.6534,0.2778
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,5,92.3898,0,0,73.9119,0.233
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Saturday,14,56.8,1,0,41.3091,0.1243
MetropolisX,Autonomous Vehicle,Snowy,Recession,Sunday,12,59.2059,1,0,45.3251,0.1786
Neuroburg,Autonomous Vehicle,Snowy,Stable,Wednesday,15,55.4713,0,0,53.0826,0.1317
TechHaven,Autonomous Vehicle,Clear,Booming,Wednesday,18,102.0699,1,0,68.7339,0.2892
MetropolisX,Autonomous Vehicle,Rainy,Recession,Saturday,3,103.2988,0,0,98.8505,0.0979
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,0,68.1635,0,0,65.2282,0.0867
SolarisVille,Drone,Clear,Recession,Sunday,14,55.7778,1,0,27.8889,0.0901
Ecoopolis,Drone,Rainy,Stable,Thursday,2,57.6421,0,0,28.821,0.2659
Ecoopolis,Drone,Snowy,Booming,Monday,7,69.12,1,0,46.6196,0.1294
TechHaven,Autonomous Vehicle,Rainy,Stable,Saturday,0,44.1277,0,0,42.2275,0.2606
SolarisVille,Autonomous Vehicle,Snowy,Recession,Friday,17,25.1875,1,0,20.15,0.0927
AquaCity,Autonomous Vehicle,Snowy,Recession,Sunday,14,20.2853,1,0,16.2282,0.1947
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Monday,2,80.131,0,0,76.6804,0.0828
Neuroburg,Autonomous Vehicle,Solar Flare,Stable,Wednesday,6,56.401,0,1,51.2737,0.1032
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Thursday,17,68.7794,1,0,55.0235,0.19
SolarisVille,Car,Snowy,Recession,Thursday,15,68.0414,0,0,68.0414,0.0965
Ecoopolis,Autonomous Vehicle,Solar Flare,Booming,Wednesday,14,59.3045,0,0,47.4436,0.2201
AquaCity,Drone,Electromagnetic Storm,Recession,Tuesday,18,43.7512,1,0,21.8756,0.2579
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,1,75.8416,0,0,72.5757,0.0702
SolarisVille,Autonomous Vehicle,Snowy,Booming,Saturday,6,83.9655,0,0,67.1724,0.2877
AquaCity,Drone,Rainy,Recession,Friday,22,41.4672,0,0,20.7336,0.2685
Neuroburg,Autonomous Vehicle,Electromagnetic Storm,Booming,Thursday,22,54.5269,0,0,52.1788,0.0644
AquaCity,Autonomous Vehicle,Clear,Recession,Thursday,10,19.1978,0,0,15.3583,0.1961
TechHaven,Autonomous Vehicle,Clear,Stable,Saturday,15,67.6212,0,1,61.4738,0.2738
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,16,32.6516,0,0,31.2456,0.072
AquaCity,Drone,Electromagnetic Storm,Booming,Thursday,21,58.2956,0,0,29.1478,0.38
SolarisVille,Drone,Snowy,Stable,Sunday,20,89.8413,0,0,44.9206,0.2425
Ecoopolis,Drone,Electromagnetic Storm,Recession,Sunday,16,53.8377,0,0,26.9189,0.1387
TechHaven,Autonomous Vehicle,Clear,Stable,Tuesday,7,110.1616,1,0,80.1175,0.205
MetropolisX,Autonomous Vehicle,Electromagnetic Storm,Recession,Friday,6,80.4574,0,0,76.9928,0.2246
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Stable,Friday,19,38.766,0,0,34.3488,0.1598
Ecoopolis,Autonomous Vehicle,Solar Flare,Stable,Thursday,6,50.316,0,0,40.2528,0.178
SolarisVille,Autonomous Vehicle,Solar Flare,Booming,Tuesday,15,69.0334,0,0,55.2267,0.186
Neuroburg,Autonomous Vehicle,Snowy,Booming,Friday,2,62.9143,0,0,60.2051,0.0985
SolarisVille,Drone,Solar Flare,Stable,Friday,23,111.5644,0,0,55.7822,0.1781
Ecoopolis,Car,Rainy,Booming,Thursday,23,86.4,0,0,95.5485,0.2952
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Recession,Sunday,3,62.8055,0,0,50.2444,0.059
Neuroburg,Autonomous Vehicle,Solar Flare,Booming,Monday,7,31.6771,1,0,23.0379,0.0808
Neuroburg,Autonomous Vehicle,Clear,Booming,Monday,5,60.2466,0,0,54.7697,0.0938
SolarisVille,Autonomous Vehicle,Solar Flare,Recession,Monday,3,82.6008,0,0,66.0807,0.1205
Neuroburg,Autonomous Vehicle,Clear,Booming,Friday,4,62.0954,0,0,56.4504,0.0876
TechHaven,Autonomous Vehicle,Solar Flare,Stable,Saturday,6,28.0033,0,0,25.4575,0.2701
TechHaven,Drone,Snowy,Recession,Thursday,1,54.3364,0,0,32.4978,0.1183
Neuroburg,Drone,Snowy,Stable,Monday,13,81.9285,0,0,49.0003,0.0697
Ecoopolis,Flying Car,Snowy,Booming,Tuesday,17,33.8323,1,0,40.5988,0.1937
AquaCity,Drone,Clear,Recession,Tuesday,8,68.4433,1,0,38.0241,0.0634
Ecoopolis,Drone,Snowy,Recession,Sunday,23,95.04,0,0,49.3755,0.0643
Neuroburg,Autonomous Vehicle,Clear,Stable,Friday,11,21.0855,0,0,19.1687,0.1054
MetropolisX,Autonomous Vehicle,Rainy,Recession,Saturday,6,44.1284,0,0,42.2282,0.2008
TechHaven,Autonomous Vehicle,Snowy,Stable,Monday,17,99.3168,1,0,95.7409,0.1559
Ecoopolis,Car,Snowy,Recession,Tuesday,16,60.6659,0,0,60.6659,0.0583
TechHaven,Flying Car,Rainy,Recession,Wednesday,8,81.7343,1,0,93.8575,0.201
Neuroburg,Autonomous Vehicle,Clear,Booming,Saturday,2,81.0589,0,0,92.1124,0.0704
TechHaven,Drone,Rainy,Stable,Tuesday,3,69.1944,0,0,41.3842,0.2244
Ecoopolis,Drone,Rainy,Recession,Monday,3,62.2567,0,0,31.1284,0.1027
SolarisVille,Car,Rainy,Recession,Thursday,8,36.8217,1,0,36.8217,0.2537
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Recession,Monday,6,82.2449,0,0,78.7033,0.1033
SolarisVille,Autonomous Vehicle,Snowy,Booming,Wednesday,23,39.7108,0,1,31.7686,0.2459
TechHaven,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,19,15.252,0,0,14.5952,0.1668
SolarisVille,Drone,Clear,Stable,Friday,17,42.6135,1,0,21.3068,0.3759
SolarisVille,Drone,Clear,Recession,Tuesday,20,52.6451,0,0,26.3225,0.2606
SolarisVille,Drone,Snowy,Recession,Saturday,8,46.1017,0,0,23.0509,0.0703
Neuroburg,Drone,Solar Flare,Booming,Tuesday,22,86.1352,0,0,48.9405,0.1495
Ecoopolis,Autonomous Vehicle,Snowy,Stable,Monday,14,72.3315,0,0,57.8652,0.1332
MetropolisX,Drone,Snowy,Recession,Friday,2,44.81,0,0,26.8002,0.1993
Ecoopolis,Autonomous Vehicle,Clear,Recession,Saturday,21,29.1462,0,0,23.3169,0.132
Neuroburg,Drone,Electromagnetic Storm,Booming,Wednesday,3,73.146,0,0,43.7476,0.0687
Ecoopolis,Autonomous Vehicle,Electromagnetic Storm,Booming,Sunday,3,25.3358,0,1,20.2686,0.2207
